Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P1368,F1342,American Airlines,DFW,LAX,2025-04-05 02:19:10,221,On-time,1112,236.22,59,Female,Low,Emergency,Premium Economy,1,Platinum,Mobile App,8.134549164542197,3.0,78,0,0,Middle,59
P1370,F1476,United,DEN,SFO,2024-04-11 09:03:48,213,On-time,689,278.14,49,Female,Low,Leisure,Premium Economy,1,Silver,Mobile App,7.48220769857565,7.0,0,0,0,Aisle,34
P1371,F1772,JetBlue,DFW,SEA,2024-08-25 15:14:28,89,On-time,1057,335.11,76,Female,Medium,Emergency,Economy,0,Platinum,Desk,7.226893923097019,27.0,69,1,0,Middle,84
P1372,F1813,JetBlue,JFK,DEN,2024-12-09 22:12:52,160,On-time,1476,438.09,41,Female,Medium,Emergency,Business,0,Silver,Mobile App,8.39867073713479,10.0,15,0,0,Aisle,36
P1373,F13,United,DFW,DEN,2024-03-26 22:27:16,147,On-time,1395,145.52,77,Male,Medium,Family,Economy,1,Silver,Mobile App,6.798065849110043,23.0,16,0,1,Middle,4
P1375,F1350,American Airlines,JFK,ATL,2023-10-03 18:06:26,235,On-time,1237,232.54,61,Male,Medium,Business,Economy,2,Platinum,Desk,8.182308187992152,5.0,39,0,0,Middle,77
P1376,F1086,Southwest,JFK,LAX,2024-02-06 15:28:52,158,On-time,1117,290.02,38,Male,Medium,Emergency,First,3,Silver,Desk,7.691557398632032,10.0,106,0,0,Aisle,25
P1377,F151,Southwest,SEA,ORD,2025-04-06 20:09:38,198,On-time,838,362.52,68,Male,Medium,Business,Business,1,Gold,Mobile App,6.6060468046771215,20.0,93,0,0,Window,61
P1380,F260,Delta,LAX,ATL,2023-12-10 07:37:52,131,On-time,1377,302.61,35,Male,High,Family,Premium Economy,3,Gold,Airport Kiosk,9.160319153209633,2.0,68,0,0,Middle,108
P1381,F1850,United,DEN,SEA,2024-03-27 09:32:24,111,On-time,1813,464.48,50,Female,Low,Leisure,Economy,1,Platinum,Online,8.326201978455423,4.0,25,0,0,Window,41
P1382,F1965,Delta,SFO,ORD,2024-01-21 21:41:05,302,On-time,1201,437.71,27,Male,Medium,Business,Economy,0,Platinum,Airport Kiosk,6.443136166242202,11.0,68,0,0,Middle,88
P1383,F136,American Airlines,SFO,DEN,2024-07-21 06:58:03,183,Delayed,812,508.83,47,Female,Medium,Business,Economy,1,Platinum,Mobile App,7.97911046636861,2.0,45,0,0,Aisle,17
P1385,F1315,JetBlue,SEA,ORD,2024-02-10 22:16:04,175,On-time,766,375.98,24,Male,Low,Leisure,Economy,0,Silver,Mobile App,8.568707359066577,3.0,103,0,0,Middle,71
P1388,F727,Southwest,LAX,LAX,2023-12-01 23:02:33,250,Cancelled,1666,331.05,63,Male,Low,Leisure,Economy,3,Silver,Online,6.227444966699707,8.0,99,0,0,Aisle,13
P1389,F221,Delta,SEA,DFW,2023-11-12 04:14:55,255,Delayed,821,405.98,56,Female,Medium,Leisure,Premium Economy,1,Platinum,Desk,7.408607573237208,30.0,99,0,1,Aisle,31
P1391,F1463,American Airlines,DEN,LAX,2023-08-22 11:57:40,96,On-time,801,671.86,39,Female,Low,Business,Economy,1,Silver,Airport Kiosk,7.794409637610587,20.0,51,0,1,Window,37
P1395,F1111,United,DFW,ORD,2023-10-18 18:34:53,104,Delayed,497,441.06,61,Male,Medium,Leisure,Economy,2,Platinum,Desk,6.742553676589962,12.0,66,0,0,Window,14
P1396,F1140,American Airlines,DEN,DEN,2024-12-17 07:09:43,246,On-time,999,276.49,30,Male,Medium,Leisure,First,0,Gold,Online,8.255209538841422,30.0,113,0,0,Aisle,96
P1399,F326,JetBlue,DFW,SEA,2025-04-06 15:28:00,229,On-time,1006,507.62,51,Female,Medium,Family,Premium Economy,0,Silver,Mobile App,9.74504605735726,1.0,23,0,0,Middle,96
P1401,F1954,Southwest,ATL,DFW,2024-12-10 04:40:12,192,On-time,1126,276.17,37,Male,Medium,Family,Premium Economy,1,Silver,Mobile App,8.107211781715339,5.0,75,0,0,Middle,118
P1404,F1144,American Airlines,SFO,ORD,2023-12-22 17:06:41,97,On-time,1023,319.63,48,Male,High,Emergency,Economy,1,Silver,Desk,7.728754644861437,1.0,0,0,0,Window,52
P1406,F1870,Southwest,SFO,DFW,2025-01-16 07:19:52,171,On-time,1197,397.28,68,Female,Low,Family,Business,2,Gold,Desk,9.247654080422713,2.0,3,0,0,Middle,103
P1407,F249,Southwest,DFW,ORD,2024-11-25 01:06:43,133,Delayed,1434,219.81,23,Male,High,Emergency,Economy,0,Silver,Mobile App,6.952159123948878,12.0,95,0,0,Aisle,50
P1408,F1453,American Airlines,SEA,ATL,2024-01-16 06:48:24,196,Delayed,1025,238.18,21,Female,Low,Family,Economy,0,Silver,Airport Kiosk,6.399257142536521,11.0,23,0,1,Window,38
P1409,F1927,American Airlines,DEN,SEA,2025-03-02 18:43:39,69,On-time,1630,388.31,41,Female,Medium,Emergency,Premium Economy,0,Platinum,Desk,8.423944487933577,4.0,98,0,0,Aisle,50
P1410,F323,United,DEN,ORD,2023-05-26 22:49:29,197,On-time,1226,295.22,43,Male,Low,Business,Economy,0,Silver,Desk,6.874703540629793,7.0,53,0,0,Middle,69
P1412,F297,American Airlines,JFK,DFW,2024-04-19 23:51:17,223,Delayed,968,355.54,75,Male,Medium,Business,First,0,Silver,Desk,8.49417776438847,10.0,82,0,1,Aisle,66
P1415,F1180,Southwest,ATL,DFW,2024-11-12 22:50:07,100,On-time,1000,468.26,52,Male,Medium,Emergency,Economy,0,Platinum,Online,8.323887273361692,2.0,25,0,0,Window,71
P1416,F992,United,ORD,ATL,2023-06-03 04:48:25,259,Delayed,1034,422.3,78,Female,Low,Business,Economy,0,Silver,Airport Kiosk,8.596604143998722,5.0,51,0,0,Aisle,41
P1417,F1321,JetBlue,ATL,SEA,2024-09-07 16:07:42,176,Delayed,1009,300.82,29,Male,Medium,Family,Economy,0,Silver,Online,7.301539746245471,1.0,75,0,0,Aisle,63
P1418,F863,American Airlines,LAX,JFK,2024-08-16 18:53:42,223,On-time,1424,196.46,40,Male,Low,Business,Economy,0,Silver,Airport Kiosk,8.047680792210919,18.0,56,0,0,Window,115
P1419,F1478,American Airlines,ORD,ATL,2024-03-12 10:06:32,222,Delayed,1047,559.14,41,Female,High,Family,First,0,Silver,Airport Kiosk,8.559156054767463,0.0,84,0,0,Window,14
P1420,F1558,Southwest,DFW,ORD,2024-11-18 03:53:14,190,Delayed,1254,467.69,44,Male,Medium,Leisure,Economy,1,Silver,Desk,8.699678567682408,8.0,93,0,0,Window,110
P1421,F860,American Airlines,DEN,ATL,2024-06-01 20:31:12,230,On-time,469,217.37,62,Male,High,Business,Economy,2,Silver,Airport Kiosk,8.276594301923152,12.0,68,0,0,Window,28
P1422,F1916,United,SFO,JFK,2024-01-25 09:25:38,181,On-time,1287,330.25,51,Female,High,Leisure,Economy,0,Silver,Mobile App,6.648484270985696,51.0,20,0,0,Window,32
P1424,F862,JetBlue,DFW,JFK,2023-05-08 01:37:10,137,On-time,808,283.58,55,Female,Medium,Emergency,Economy,1,Platinum,Online,8.158499842742039,15.0,80,0,1,Aisle,93
P1425,F1264,United,DEN,ORD,2024-01-16 12:53:40,170,On-time,1267,446.97,78,Female,High,Family,Economy,0,Gold,Airport Kiosk,7.692900153244333,9.0,49,1,0,Middle,102
P1427,F1625,American Airlines,ORD,DFW,2025-04-19 23:58:00,269,On-time,1352,246.76,45,Male,Medium,Emergency,Business,0,Silver,Desk,7.970898480560645,21.0,21,0,0,Aisle,35
P1429,F1892,Southwest,SFO,DEN,2023-08-25 09:53:36,323,On-time,1473,146.88,62,Female,Medium,Family,Economy,1,Gold,Online,7.5742348256117955,3.0,91,1,0,Middle,37
P1430,F1098,Southwest,LAX,DFW,2023-10-18 11:26:33,172,On-time,1422,222.83,78,Female,Medium,Emergency,Premium Economy,1,Silver,Mobile App,7.854903998623823,8.0,48,0,0,Window,56
P1431,F869,United,JFK,ATL,2023-09-25 02:22:04,287,On-time,1357,391.08,52,Female,Medium,Business,Economy,0,Silver,Desk,6.6288438915646175,3.0,18,0,0,Window,96
P1433,F437,Delta,ORD,ORD,2024-09-24 00:11:35,190,On-time,905,403.03,46,Male,Medium,Emergency,Premium Economy,0,Platinum,Desk,8.195894517358274,1.0,36,0,0,Middle,26
P1434,F1261,American Airlines,ATL,DFW,2023-08-17 01:45:13,201,On-time,907,318.32,19,Male,Medium,Leisure,Premium Economy,1,Silver,Online,7.916079079115639,4.0,22,0,0,Window,54
P1435,F736,Delta,DFW,SEA,2024-10-26 11:16:38,181,On-time,1689,373.24,39,Female,Medium,Emergency,First,3,Silver,Airport Kiosk,9.417813005484172,13.0,2,0,1,Aisle,32
P1436,F1947,Delta,SFO,LAX,2023-09-25 01:17:59,187,Delayed,960,295.43,65,Female,Low,Emergency,Business,1,Gold,Airport Kiosk,8.766203146101864,2.0,95,0,0,Aisle,67
P1439,F1469,JetBlue,LAX,DEN,2023-11-21 05:29:32,102,Delayed,1048,245.56,59,Female,High,Leisure,Economy,2,Gold,Airport Kiosk,6.878400912385413,2.0,31,0,0,Window,9
P1440,F1616,Delta,SFO,DFW,2024-01-09 01:07:00,251,On-time,1208,352.18,40,Female,Low,Family,Economy,1,Gold,Desk,6.158273932747358,6.0,35,0,0,Window,4
P1441,F525,Southwest,ORD,SEA,2023-07-21 14:31:04,190,On-time,1109,314.22,77,Male,High,Business,Premium Economy,2,Silver,Airport Kiosk,8.166841185506556,1.0,31,0,0,Window,73
P1442,F680,Delta,SEA,DFW,2024-10-11 17:41:58,208,On-time,1266,242.12,78,Female,High,Family,Economy,0,Silver,Mobile App,7.75869955252422,14.0,109,0,0,Window,96
P1443,F221,Southwest,SFO,LAX,2024-05-05 11:14:10,220,On-time,1673,242.93,73,Female,Medium,Emergency,Economy,0,Gold,Online,8.624932277277189,5.0,91,0,0,Aisle,117
P1446,F1849,Delta,DFW,SEA,2024-09-24 18:56:49,221,On-time,683,448.17,53,Male,Medium,Emergency,Premium Economy,0,Silver,Mobile App,7.486846936787198,0.0,83,0,0,Window,30
P1447,F1654,JetBlue,DFW,ATL,2024-09-03 05:31:31,247,On-time,868,343.32,55,Male,Medium,Emergency,Economy,1,Silver,Airport Kiosk,7.628269978458892,1.0,66,0,0,Middle,46
P1448,F41,JetBlue,ATL,SFO,2025-04-11 17:45:07,202,On-time,1512,334.91,27,Female,Low,Leisure,Economy,1,Silver,Mobile App,7.862030051463238,3.0,21,0,1,Middle,99
P1450,F49,American Airlines,ATL,DEN,2024-08-18 00:46:16,179,On-time,715,502.24,55,Male,Low,Emergency,Premium Economy,2,Silver,Mobile App,8.341172316376445,2.0,66,0,0,Middle,87
P1451,F848,JetBlue,LAX,DEN,2024-07-03 14:01:10,189,Cancelled,1004,222.93,54,Male,Medium,Emergency,Economy,2,Gold,Airport Kiosk,6.866218488350263,17.0,12,0,0,Window,51
P1453,F1392,JetBlue,SFO,DEN,2024-07-20 07:54:22,108,Cancelled,583,250.59,49,Female,Low,Business,Economy,0,Silver,Airport Kiosk,7.079730452247268,7.0,95,0,0,Window,14
P1454,F930,Delta,ORD,LAX,2025-01-25 15:01:29,34,On-time,1168,339.79,19,Female,Low,Emergency,Economy,4,Silver,Desk,6.495812840455425,40.0,65,0,1,Window,28
P1458,F555,American Airlines,ORD,LAX,2024-10-14 23:38:47,209,On-time,1302,394.8,19,Male,Medium,Emergency,Economy,1,Gold,Online,6.750513360665253,14.0,60,0,1,Window,46
P1461,F1633,JetBlue,JFK,LAX,2024-05-10 07:59:31,317,On-time,1310,172.16,71,Female,High,Business,Premium Economy,2,Gold,Online,8.491966804994705,2.0,8,0,0,Middle,44
P1463,F443,United,DEN,DFW,2024-01-03 06:16:51,264,On-time,1050,264.83,19,Male,Medium,Family,Economy,0,Silver,Online,7.502573271281434,2.0,102,0,0,Aisle,26
P1465,F764,American Airlines,ATL,JFK,2023-05-08 07:55:07,228,On-time,702,389.94,64,Female,Low,Family,Economy,2,Gold,Mobile App,7.886766393695302,14.0,76,0,0,Aisle,114
P1466,F736,American Airlines,SFO,ATL,2024-03-23 11:36:19,272,On-time,1431,268.44,55,Female,Low,Family,Economy,0,Silver,Online,8.384862907485385,4.0,64,0,0,Middle,114
P1473,F746,Delta,LAX,SEA,2023-07-20 16:12:12,223,On-time,1277,526.07,28,Male,Medium,Emergency,Business,1,Gold,Mobile App,7.926631389743274,7.0,7,0,1,Aisle,19
P1474,F1198,JetBlue,ORD,JFK,2024-05-20 05:37:46,73,On-time,1315,196.39,21,Female,Medium,Leisure,Economy,1,Platinum,Airport Kiosk,6.949975241598947,29.0,55,0,0,Window,10
P1476,F1276,Southwest,DEN,SEA,2023-07-21 05:32:56,177,On-time,881,436.01,42,Male,High,Business,Economy,2,Silver,Desk,8.552487051419584,11.0,22,0,0,Aisle,103
P1478,F1375,Delta,SEA,LAX,2025-01-04 14:43:24,223,Cancelled,1373,434.18,18,Male,High,Family,Economy,0,Silver,Mobile App,6.267819311127286,44.0,2,0,0,Aisle,5
P1479,F955,Delta,JFK,JFK,2024-02-21 01:57:50,106,On-time,1082,296.29,36,Male,Medium,Family,First,4,Gold,Airport Kiosk,10.0,3.0,70,0,0,Middle,71
P1482,F1563,JetBlue,ATL,DEN,2025-02-17 19:21:31,295,Delayed,1306,486.25,49,Female,Low,Business,Economy,1,Gold,Online,6.946549669557351,2.0,88,0,0,Aisle,89
P1483,F1547,Delta,JFK,SFO,2025-02-28 14:00:12,262,On-time,1564,341.32,28,Male,High,Emergency,Economy,0,Silver,Airport Kiosk,7.810538062463035,12.0,116,1,0,Middle,45
P1484,F1864,American Airlines,ATL,SEA,2023-07-11 00:00:43,229,On-time,1312,370.09,41,Female,Medium,Family,Economy,2,Silver,Airport Kiosk,8.374208716281975,4.0,71,0,0,Aisle,106
P1485,F1428,JetBlue,SFO,SEA,2023-06-11 15:56:18,151,On-time,1410,243.6,50,Male,Low,Leisure,Business,1,Platinum,Airport Kiosk,7.482778962893951,1.0,61,0,0,Aisle,11
P1486,F1100,Delta,DFW,LAX,2023-12-05 02:20:58,253,On-time,1149,543.67,24,Male,Medium,Leisure,Economy,1,Silver,Online,7.05443705643834,13.0,70,0,0,Window,89
P1487,F1325,American Airlines,DEN,ORD,2023-06-20 11:44:30,78,On-time,1769,352.66,70,Female,High,Leisure,Premium Economy,0,Silver,Airport Kiosk,7.2046821333339714,2.0,12,0,1,Middle,12
P1488,F431,Southwest,ORD,SFO,2024-10-20 10:55:45,219,On-time,1302,262.15,76,Male,Medium,Leisure,Premium Economy,1,Platinum,Desk,8.01422777942509,3.0,119,1,0,Middle,103
P1491,F1498,JetBlue,LAX,SFO,2024-01-05 13:47:27,168,On-time,1526,258.47,48,Male,Medium,Emergency,Business,2,Gold,Online,8.753661863485712,2.0,37,0,0,Window,88
P1493,F1769,Southwest,ORD,JFK,2024-06-21 19:01:44,113,Delayed,838,202.78,70,Male,Low,Leisure,Premium Economy,2,Gold,Desk,8.431834126535888,10.0,53,0,0,Window,110
P1497,F1708,United,SFO,SEA,2023-10-14 08:40:15,120,On-time,1600,308.32,43,Female,Medium,Emergency,First,0,Gold,Airport Kiosk,8.491543752667585,16.0,48,1,0,Aisle,75
P1502,F1084,Delta,ORD,LAX,2024-04-24 09:03:42,251,On-time,1404,401.2,26,Female,Medium,Emergency,Economy,2,Platinum,Online,7.517480015134952,8.0,0,0,0,Aisle,4
P1504,F807,United,SFO,DFW,2024-08-23 07:31:10,119,On-time,1071,388.93,49,Female,Medium,Emergency,Economy,2,Silver,Airport Kiosk,7.872259586946132,4.0,46,0,0,Window,36
P1508,F322,United,JFK,SEA,2024-07-25 17:57:40,103,Delayed,863,263.92,47,Female,Medium,Family,Economy,2,Platinum,Mobile App,8.879916176351335,6.0,99,0,0,Window,91
P1509,F391,Delta,ATL,DEN,2025-02-06 09:06:23,191,On-time,680,233.48,48,Female,High,Emergency,First,2,Silver,Online,9.563643455935116,8.0,35,0,0,Middle,30
P1510,F1248,Delta,SFO,SEA,2024-12-02 06:17:49,148,On-time,1677,320.88,57,Female,High,Emergency,Economy,0,Platinum,Desk,5.145419705888657,8.0,72,0,0,Aisle,8
P1511,F777,United,ATL,SEA,2023-11-06 10:48:23,197,Cancelled,1395,334.05,73,Male,Medium,Family,Economy,0,Silver,Online,7.618087672272485,31.0,55,0,0,Window,117
P1512,F1407,JetBlue,ATL,LAX,2024-05-14 11:24:36,246,On-time,1245,333.85,31,Male,Medium,Leisure,Economy,1,Silver,Desk,6.00130347846292,36.0,10,0,0,Aisle,50
P1513,F363,American Airlines,JFK,JFK,2025-02-07 11:36:09,161,Delayed,1358,270.19,42,Male,Medium,Leisure,Premium Economy,1,Silver,Airport Kiosk,7.3603378721307795,2.0,12,0,0,Aisle,28
P1516,F102,Southwest,LAX,DFW,2024-12-08 09:57:38,230,On-time,1316,347.51,40,Female,Medium,Emergency,First,2,Gold,Desk,8.813071713474432,1.0,39,0,0,Aisle,40
P1517,F1139,United,SFO,JFK,2023-08-03 03:54:32,186,On-time,1283,429.21,61,Female,Medium,Business,Premium Economy,2,Gold,Mobile App,8.10926466616932,10.0,49,0,0,Window,85
P1520,F1544,Delta,JFK,DEN,2024-01-22 07:11:20,206,On-time,1632,288.79,48,Male,Low,Family,Economy,0,Silver,Online,6.237779274481437,10.0,86,0,1,Aisle,0
P1523,F1640,Delta,DEN,SFO,2024-10-18 20:37:59,231,On-time,1287,309.43,57,Male,Medium,Leisure,First,2,Silver,Mobile App,8.21528208787223,2.0,117,0,0,Window,20
P1526,F2,JetBlue,DFW,ORD,2024-01-05 12:45:42,111,Cancelled,779,287.57,28,Female,High,Leisure,Business,0,Gold,Airport Kiosk,7.88529818240488,11.0,79,0,0,Window,35
P1528,F1126,American Airlines,JFK,LAX,2024-09-06 12:13:14,225,On-time,787,300.39,53,Female,Low,Emergency,Economy,2,Silver,Online,7.98622045472359,0.0,66,0,0,Window,86
P1535,F1801,United,ATL,ATL,2024-04-22 14:33:21,129,On-time,948,426.21,55,Female,High,Business,Economy,2,Silver,Desk,7.29040533349804,5.0,28,0,0,Window,39
P1539,F1550,JetBlue,LAX,DEN,2024-12-14 13:51:40,262,On-time,1423,443.29,30,Female,Low,Business,Economy,0,Silver,Online,7.484471004693299,2.0,26,0,0,Aisle,72
P1540,F1765,Delta,ORD,SEA,2025-01-24 04:40:28,177,On-time,1127,205.87,54,Male,High,Leisure,Economy,1,Silver,Desk,7.00989310666008,15.0,103,0,0,Window,52
P1542,F1326,Delta,SEA,ORD,2025-03-26 01:45:19,189,On-time,1842,220.43,51,Female,Low,Family,Premium Economy,1,Gold,Online,7.829715832524146,31.0,32,0,1,Aisle,73
P1546,F1703,JetBlue,ORD,ORD,2024-02-12 04:32:16,299,On-time,1032,345.38,21,Male,Medium,Leisure,Premium Economy,2,Silver,Desk,8.040141104872419,3.0,72,0,1,Aisle,25
P1550,F1835,United,DEN,ATL,2024-03-03 23:40:48,181,Delayed,1221,352.12,67,Female,Low,Emergency,Economy,0,Silver,Online,8.03983007607567,10.0,21,0,0,Window,115
P1551,F882,Delta,SEA,SFO,2024-05-10 00:13:25,202,On-time,1631,217.53,79,Female,Low,Business,Economy,0,Platinum,Mobile App,7.116183440436576,3.0,54,0,0,Middle,24
P1553,F376,JetBlue,SFO,SFO,2024-06-20 16:09:20,294,On-time,1466,199.33,24,Female,Medium,Leisure,Economy,1,Silver,Desk,7.655501109761695,2.0,86,0,1,Window,74
P1556,F486,Delta,ATL,DFW,2023-09-21 15:35:57,109,On-time,1123,371.38,67,Male,Medium,Emergency,First,2,Gold,Online,8.566795440136461,30.0,14,0,0,Window,6
P1559,F1,Delta,JFK,ORD,2024-03-30 01:30:19,88,On-time,1161,314.52,53,Female,High,Leisure,Business,1,Platinum,Mobile App,7.938501670604896,2.0,2,0,0,Window,33
P1561,F1323,JetBlue,ORD,ORD,2023-06-28 15:25:16,229,On-time,779,416.18,19,Male,High,Family,Business,3,Gold,Desk,8.316289698694963,0.0,62,0,1,Window,16
P1563,F792,American Airlines,DFW,SEA,2024-11-05 18:53:22,155,On-time,1141,174.05,55,Female,Low,Family,Economy,0,Silver,Desk,6.114473000904667,7.0,96,0,0,Aisle,58
P1564,F1052,Delta,ORD,ORD,2024-01-13 22:19:49,186,On-time,904,312.48,63,Female,Medium,Emergency,Premium Economy,0,Platinum,Desk,8.0231485897001,9.0,116,0,0,Middle,107
P1568,F61,American Airlines,JFK,SEA,2023-05-17 16:17:42,138,On-time,1156,359.49,73,Male,Low,Emergency,Business,1,Silver,Desk,6.5585598039311535,51.0,65,0,0,Middle,24
P1571,F470,United,ORD,DFW,2024-05-16 11:36:30,207,On-time,960,408.19,77,Female,Medium,Leisure,Economy,0,Silver,Desk,7.796915055896932,12.0,119,0,0,Middle,69
P1572,F1291,United,LAX,LAX,2024-08-01 23:12:23,75,On-time,1398,466.02,71,Male,High,Family,Economy,2,Silver,Online,8.355552752996232,8.0,110,0,0,Window,116
P1573,F195,American Airlines,ORD,SEA,2023-10-10 10:12:56,177,On-time,1099,249.2,77,Female,Medium,Leisure,Premium Economy,1,Silver,Online,7.962105417728514,0.0,101,0,0,Window,87
P1576,F1729,United,SFO,ATL,2023-12-28 09:18:45,153,On-time,1100,210.42,29,Male,Medium,Emergency,Economy,2,Silver,Desk,7.315051817681896,10.0,59,0,0,Middle,28
P1577,F323,JetBlue,DFW,SEA,2024-07-01 15:59:24,105,On-time,1120,383.52,54,Female,High,Emergency,Premium Economy,2,Silver,Mobile App,8.69032846635316,2.0,84,1,0,Aisle,62
P1578,F460,Delta,DFW,JFK,2024-01-26 03:36:34,197,On-time,1154,274.87,26,Male,High,Family,Premium Economy,1,Gold,Online,7.729592346812174,22.0,100,0,0,Window,106
P1580,F1491,JetBlue,SEA,DFW,2024-06-28 04:06:44,117,On-time,924,336.8,39,Female,High,Family,Economy,0,Platinum,Mobile App,8.178552235627302,3.0,96,0,0,Middle,25
P1581,F239,Delta,SFO,LAX,2025-01-11 07:37:28,279,On-time,1369,324.22,59,Female,Medium,Leisure,Economy,2,Silver,Online,5.528935964979819,34.0,40,0,0,Window,27
P1584,F769,United,ORD,ORD,2024-07-19 02:51:02,170,Delayed,904,290.03,20,Male,Medium,Business,Business,0,Silver,Mobile App,8.392424808279326,0.0,114,0,0,Middle,48
P1585,F270,Southwest,ORD,ORD,2024-04-24 12:09:31,322,On-time,812,313.35,58,Male,Medium,Emergency,Economy,3,Gold,Mobile App,8.181326062033646,7.0,6,0,0,Window,70
P1586,F184,United,DFW,ORD,2023-07-26 03:59:00,229,On-time,1373,432.08,25,Male,Medium,Family,Business,0,Silver,Online,8.73094032866722,2.0,87,0,0,Middle,80
P1588,F500,JetBlue,DFW,DFW,2024-09-17 07:41:30,99,Delayed,861,415.74,30,Male,Medium,Emergency,Premium Economy,3,Silver,Desk,9.116064932943402,4.0,67,0,1,Window,104
P1589,F1873,Delta,DEN,DEN,2025-03-14 19:04:04,113,Delayed,1758,427.81,41,Male,Medium,Leisure,Economy,0,Gold,Mobile App,7.365919932015615,1.0,95,0,0,Window,48
P1591,F1022,Southwest,LAX,LAX,2024-05-11 11:54:29,197,Delayed,1125,314.0,62,Female,Medium,Emergency,Economy,2,Platinum,Airport Kiosk,6.468009281123602,2.0,67,0,0,Middle,117
P1592,F1446,American Airlines,ATL,LAX,2024-12-28 22:16:58,132,On-time,1338,379.74,62,Female,High,Family,Business,2,Gold,Mobile App,9.1425479063589,6.0,32,0,0,Window,85
P1593,F965,JetBlue,DEN,SFO,2025-02-14 14:35:26,23,On-time,684,352.13,48,Male,Low,Family,Economy,0,Gold,Airport Kiosk,7.29299198663808,17.0,12,0,0,Middle,91
P1595,F150,United,DFW,DEN,2025-04-22 01:47:05,187,On-time,876,221.57,79,Male,Medium,Business,Business,0,Gold,Mobile App,7.631820466331308,5.0,53,0,0,Middle,60
P1598,F939,JetBlue,SEA,ATL,2024-04-12 15:19:06,250,On-time,918,347.58,75,Male,Medium,Emergency,Premium Economy,2,Platinum,Airport Kiosk,7.028702407604912,20.0,35,0,0,Middle,70
P1601,F328,Delta,LAX,DFW,2025-04-11 19:51:39,95,On-time,1946,406.33,70,Male,Medium,Business,Economy,1,Silver,Desk,6.8897111351405975,8.0,21,0,0,Aisle,12
P1602,F935,American Airlines,LAX,LAX,2024-08-20 13:03:36,195,On-time,1605,425.85,60,Female,Low,Emergency,Economy,2,Silver,Online,7.495640091249003,16.0,82,0,0,Middle,93
P1607,F1737,United,ORD,ORD,2024-08-03 03:18:57,113,On-time,727,332.79,59,Male,Medium,Leisure,First,0,Silver,Online,8.291872724087636,5.0,27,0,0,Aisle,61
P1608,F1065,United,ORD,ORD,2024-02-02 04:26:25,92,On-time,1283,363.31,29,Male,Low,Family,Economy,0,Silver,Mobile App,7.5737379932643325,5.0,39,0,0,Aisle,31
P1609,F627,United,DEN,ATL,2024-06-18 10:38:03,118,On-time,1416,315.62,40,Male,Medium,Emergency,Economy,0,Platinum,Airport Kiosk,6.6792211711534595,4.0,86,0,1,Window,29
P1610,F1279,JetBlue,SFO,JFK,2024-09-03 13:48:48,251,On-time,1238,412.43,41,Female,Medium,Family,Business,2,Platinum,Online,7.629809929725025,16.0,23,0,0,Middle,28
P1612,F1756,Southwest,DFW,DEN,2024-02-10 03:37:39,184,On-time,1000,391.73,62,Male,Low,Family,Premium Economy,2,Platinum,Online,7.839923348042667,5.0,108,0,0,Aisle,44
P1614,F1100,JetBlue,LAX,JFK,2024-04-20 19:04:20,198,On-time,1117,330.06,22,Male,Medium,Family,Premium Economy,0,Gold,Airport Kiosk,8.203752490456285,5.0,115,0,0,Window,29
P1615,F1652,Southwest,SEA,DFW,2023-05-02 22:59:23,276,On-time,1524,404.52,26,Female,High,Leisure,Economy,1,Silver,Airport Kiosk,6.011517515204904,11.0,87,0,0,Aisle,15
P1616,F162,Southwest,DFW,SFO,2023-08-15 18:05:05,147,On-time,1349,211.36,68,Male,High,Business,First,2,Platinum,Desk,8.627153325894676,6.0,7,0,0,Middle,39
P1620,F1937,JetBlue,LAX,ORD,2024-07-02 09:46:02,229,On-time,1590,341.16,45,Male,Low,Leisure,Economy,0,Platinum,Mobile App,7.723822399540707,20.0,64,0,0,Middle,77
P1621,F1790,Southwest,DEN,SFO,2023-11-27 14:19:01,109,Delayed,1279,479.31,73,Male,Low,Emergency,Premium Economy,1,Silver,Desk,9.317903629974822,0.0,8,0,0,Aisle,114
P1622,F101,American Airlines,SFO,DEN,2024-03-16 04:53:34,235,Cancelled,1792,177.16,76,Male,Medium,Leisure,Economy,1,Silver,Mobile App,6.959732433255155,1.0,55,0,0,Middle,46
P1624,F635,American Airlines,LAX,DEN,2024-07-10 10:51:22,233,Cancelled,1455,344.38,41,Female,Medium,Leisure,Economy,0,Gold,Airport Kiosk,6.290356091826212,5.0,53,0,0,Aisle,65
